Category,description_preview,cleaned_jd
Software Developer,"Description
The Software Engineer is a professional with at least 3 years of experience in software development, specializing in startups within the tech industry. This individual is talented in problem-solving, seeks coding excellence, ensures comprehensive testing, and adopts scalable software sol",description software engineer professional least software development specialize startup within tech industry individual talented problem solving seek cod excellence ensure comprehensive testing adopt scalable software solution early stage startup focus build automation asset management itam b2b client within physical digital organizational automation space remote geographically distribute team open candidate around world commit transparency openness support build thing approach product genuine curiosity recognize innovative tech solution pair best high performance engage team offer benefits include remote environment flexible schedule ongoing growth opportunity requirement prove expertise startup environment within tech sector familiarity design pattern code quality testing framework analytical critical think problem solving skill communication skill ability collaborate cross functionally must locate time zone utc utc qualification least demonstrate mastery python mainly production backend application expertise sql relational database like postgresql mysql demonstrate proficiency work rpc rest apis understand git branch model collaborate team member nice have familiarity process queue apache kafka rabbitmq knowledge utilize memory database like redis memcached hand work cloud platform aws azure enhance skill program language like cplusplus rust go highly value comprehensive grasp network connectivity traffic encryption authentication protocol proxy firewall vpn ssh tunnel responsibility consistently write function easily testable easily understand developer account edge case error use docstrings effectively understand testing pyramid write unit test accordance higher level test help senior engineer always test expect edge case error happy path understand portion team domain gain sufficient context productively design function align overall service architecture use systematic approach debug issue locate within single service begin ensure task appropriately size continuous integration incremental delivery help teammate manager usually communicate effectively clearly concisely audience orient way write verbal form technical non technical subject teammate actively listen others ensure understand pay attention nonverbal communication understand domain share knowledge frequently teammate contribute team documentation watch opportunity share knowledge request help teammate overcome obstacle resolve blocker complete task give share credit due seek mentorship grow sometimes mentor teammate open respectful flexible empathetic manner benefits competitive salary anywhere remote unlimited pto vacation time recharge local holiday flexible work hour hour overlap eastern time cut edge technology contribute impactful project collaborative innovative supportive culture chance mentor team talented engineer professional growth development opportunity recruitment process commit provide simplify transparent streamline hire expect follow stag technical assessment code challenge meet future engineer manager technical interview technical leadership cultural fit interview cto get offer sign contract define start date welcome aboard fully remote distribute team however currently able provide visa sponsorship employment upon submit consent receive future communication communication depend availability position align qualification eligible candidate receive correspondence interest access genie think role best fit view position
Software Developer,"Description
Title – . Java Back End Developer (3 Openings Sr/Mid/Jr)
Position – Fulltime With our client
Location – 100% Remote Work
Salary - $Open (Best Possible)
-------------------------------------------------------------------------------------------------",description title java back end developer opening sr mid jr fulltime client location remote salary open best possible requirement sr java back end developer mid java back end developer jr java back end developer skill familiar java spring springboot technology familiarity build microservices key duty responsibility activity design develop extend high performance test drive code meet requirement scalable maintainable participate stag software development cycle include design develop system architecture improvement develop deploy manage software across full continuous delivery life cycle lead mentor engineer liaise part business provide hand problem solving willingness whatever take complete objective wisely develop practical solution sometimes even expense purity plan negotiate peer meet deadline work agile scrum environment deliver high quality software
Software Developer,"Description
We are seeking a talented and dedicated Junior Backend Developer to join our team. As a Junior Backend Developer, you will be responsible for developing and maintaining the server-side components of our web applications. You will work closely with the development team to implement robust",description seek talented dedicate junior backend developer join team junior backend developer responsible develop maintain server side component web application closely development team implement robust scalable backend solution meet client need responsibility develop maintain backend component use php nodejs ensure high performance responsiveness collaborate frontend team integrate server side logic user face element implement restful web service facilitate data exchange frontend backend utilize git version control collaborate effectively development team design manage relational database use mysql ensure data integrity efficiency knowledge design pattern solid principle develop clean maintainable code familiarize microservices architecture contribute development microservices implement cache mechanism use redis optimize performance develop maintain unit functional integration test ensure code quality robustness create maintain software documentation facilitate understand maintenance codebase demonstrate problem solving skill identify issue provide effective solution requirement php nodejs backend development proficiency use git version control strong knowledge mysql relational data storage include sql familiarity redis cache improve performance understand design pattern ability software development knowledge oop solid principle clean code concept familiarity unit functional integration testing technique ability grasp effectively use software documentation strong problem solving skill proactive approach find solution prefer requirement familiarity docker ci cd continuous integration continuous deployment practice knowledge linux ability linux environment understand swagger api documentation testing soft skill talented creative mindset develop innovative solution strong commitment responsibility towards project deliverable eagerness learn grow dynamic challenge environment ability collaboratively team contribute collective goal comfortable work agile development environment openness share knowledge skill actively engage learning opportunity strong research development skill contribute project planning execution benefits training development private health insurance attractive benefit package family health entertainment breakfast lunch hybrid workplace flexible work hour
Software Developer,"Description
Intro
Do you have a keen eye for detail?
Are you a stickler for optimisation and making sure processes are created and implemented correctly?
If you’re passionate about using technology to do so, then we have an opportunity for you.
Webafrica is in search of an Advanced RPA Developer who",description intro keen eye detail stickler optimisation make sure process create implement correctly passionate use technology webafrica search advance rpa developer able look bigger picture drill detail ensure optimal operation process seamlessly implement feel take challenge get touch requirement minimum requirement must love team relevant qualification computer science degree diploma least work rpa developer least work software developer familiarity development language able independently rpa solution include monitor testing install configure monitor rpa solution start finish ensure stability performance strong aptitude business interdepartmental process strong knowledge program language csharp javascript include rpa tool like uipath power automate must within agile software development environment knowledge scrum methodology principle process key competency verbal write communication skill english perceptive pay close attention detail strong problem solving analytical skill business process model ability learn independently willingness learn develop self motivate drive ability communicate technical complex concept relevant stakeholder provide instruction user able methodically must able adapt change situation circumstance exactly develop rpa component workflow use within bot report audit automate manual task bot assist test configure deploy implement rpa solution document monitor rpa solution assist business process refinement include workflow end user documentation assist qa quality automation use rpa tool stakeholder scrum master product owner cross functional resource define deliver business impact project directly stakeholder capture business requirement translate technical approach design implement collaborate development team member ensure proper implementation integration solution benefits benefits benefits none ice webafrica culture cake look encourage healthy lifestyle pay medical aid discovery vitality deduction unless want add beneficiary think future retirement annuity contribution thereafter cherry top webafrica reward performance quarterly pay bonus basic annual salary per long target meet quarterly individual performance recognition award even bigger annual individual award webafricans outshine rest team building bid deal cultural activity happen regularly
Software Developer,"Description
Responsibilities
Design and develop high-volume, low-latency applications for mission-critical systems
Manage Java/Java EE application development
Participate in the full software development lifecycle
Conduct software analysis, programming, testing, and debugging
Collaborate with cross-",description responsibility design develop high volume low latency application mission critical system manage java java ee development participate full software development lifecycle conduct software analysis program testing debug collaborate cross functional team develop innovative software solution provide technical expertise guidance junior developer ensure software meet high quality performance standard direction team leader manage development module system include technical design cod unit testing requirement bachelor degree computer science relate field java software development knowledge java main library technology use general computer science culture include algorithm data structure principle program back end development must full stack developer plus preferable rest api spring boot cloud development redis cache rabbit mq sql sql database jpa hibernate oauth2 angular gwt familiar development life cycle tool involve
Software Developer,"Description
Hamiltonian Dynamics is a start-up based in Gloucestershire, Manchester and London working in the Defence and Cyber Security industries. We are seeking an experienced Software Engineer to join our growing technology team in our next phase of expansion.",description hamiltonian dynamic start base gloucestershire manchester london work defence cyber security industry seek experience software engineer join grow technology team next phase expansion requirement seek someone follow technology open mind learning language technology java python javascript typescript angular react vue docker kubernetes aws azure mern elasticsearch neo4j benefits competitive salary excite array project benefits offer day day leave top bank holiday entitlement option buy sell day leave per contribute base salary pension bupa health cover life cover time salary ev car via salary sacrifice emi scheme flexi time remote work opportunity ensure everyone individual training continual career development plan recognise everyone learn way process like keep thing nice simple therefore stage interview process chat recruiter sarah next hour team call team easy believe organic conversation best way someone recruitment way process due nature role must uk citizen live uk last role require hold high level security clearance customer sit base gloucestershire manchester must will travel sit salary band role 80k depend
Software Developer,"Description
Key Responsibilities:
Design, develop and maintain high-quality software solutions utilizing Microsoft .NET C# technologies.
Develop software solutions that are scalable, efficient, and highly performant.
Collaborate with cross-functional teams to ensure software solutions meet business ",description key responsibility design develop maintain high quality software solution utilize microsoft dotnet csharp technology develop software solution scalable efficient highly performant collaborate cross functional team ensure software solution meet business requirement analyze software requirement develop solution meet exceed industry standard utilize microsoft sql server develop maintain relational database schema store procedure participate code review ensure software solution optimize quality performance project manager ensure software solution deliver time within budget requirement general requirement university degree computer science relate field minimum software development utilize microsoft dotnet csharp technology strong develop software solution utilize microsoft sql server strong understand software development best practice methodology fluency greek english verbal write eligible eu full time permanent basis without need employer sponsorship competency self drive self motivate ability independently team attention detail result orient ability drive task assignment collaborate peer technology team enjoy build knowledge financial product concept customer orientation towards software solution ability readiness nationally geographically diversify team benefits dynamic stable international environment career prospect within dynamic multinational lead market ambitious expansion plan li kg1
Software Developer,"Description
The Project Manager will be a member of the PMO Team, reporting to the Director of Program Management. The PMO Team leads client software implementation projects and works closely with the Product Management team to identify opportunities and develop solutions. The Project Manager is a c",description project manager member pmo team report director program management pmo team lead client software implementation project work closely product management team identify opportunity develop solution project manager critical role within primarily responsible successfully manage software implementation project initiation project closure project manager work variety interest project closely client internal team include limit business analyst development qa sales executive leadership fast pace dynamic environment project manager detail orient flexible face change able manage multiple task project skilled build relationship client internal team member thrive fast pace environment solid understand software development lifecycle many opportunity impact business process success highly technical accountability product quality require ability motivate mentor cross functional team member essential duty responsibility effectively manage client communication expectation customer relationship function primary point contact implementation maintain trust advisor client define implementation project execute task complete deliverable coordinate staff monitor report result develop deliver training able function subject matter expert order collect complete accurate business requirement client team player leader order effectively coordinate across functional team collaborate product management balance product vision voice customer order recommend deliver best class solution present project status executive team work closely business analyst ensure documentation accurately reflect client need clearly define development qa team business requirement user story wireframes functional specification test plan etc manage issue risk change use appropriate agree upon process coordinate estimation development effort plan milestone track progress prioritize bug report coordinate training team member requirement pm need deep technology skill set understand sftp api file format unique guid integration html specialty pharmacy prove hand successfully implement saas enterprise software application work knowledge pharmaceutical special pharmacy hub relate industry direct consulting external client addition qualification list successful candidate follow characteristic self starter thrive fast pace environment minimal direct supervision highest ethical standard personal integrity data business financial analysis skill superior communication skill verbally write proficiency office suite include word excel outlook powerpoint project qualification perform successfully individual must able perform essential duty satisfactorily requirement list representative knowledge skill ability require reasonable accommodation make enable individual disability perform essential function education requirement passion make different patient live reduce administrative burden physician office bachelor degree preferably management information system computer science business relate discipline successfully manage complex software project include client face project agile software development prefer specialty pharmacy industry prefer ability plan direct deliver outstanding presentation write verbal communication skill impeccable organizational skill attention detail exceptional interpersonal teamwork skill capable understand broad range viewpoint build consensus ability multi task fast pace prove work independently minimal supervision part team complete assignment flexibility adaptability rapid change benefits supportive progressive fast pace environment competitive pay structure match immediate vest medical dental vision life short term disability insurance assistrx inc proud equal employer qualify applicant receive consideration without regard race religion color sex include pregnancy gender identity sexual orientation parental status national origin age disability family medical history genetic information political affiliation military service non merit base factor protect category protect federal state local law offer employment assistrx conditional base successful completion pre employment background check compliance federal law person hire require verify identity eligibility unite state complete require employment eligibility verification document form upon hire sponsorship authorization available assistrx accept unsolicited resume search firm vendor service unsolicited resume consider property assistrx fee pay event hire
Software Developer,"Description
The Project Manager will be a member of the PMO Team, reporting to the Director of Program Management. The PMO Team leads client software implementation projects and works closely with the Product Management team to identify opportunities and develop solutions. The Project Manager is a c",description project manager member pmo team report director program management pmo team lead client software implementation project work closely product management team identify opportunity develop solution project manager critical role within primarily responsible successfully manage software implementation project initiation project closure project manager work variety interest project closely client internal team include limit business analyst development qa sales executive leadership fast pace dynamic environment project manager detail orient flexible face change able manage multiple task project skilled build relationship client internal team member thrive fast pace environment solid understand software development lifecycle many opportunity impact business process success highly technical accountability product quality require ability motivate mentor cross functional team member essential duty responsibility effectively manage client communication expectation customer relationship function primary point contact implementation maintain trust advisor client define implementation project execute task complete deliverable coordinate staff monitor report result develop deliver training able function subject matter expert order collect complete accurate business requirement client team player leader order effectively coordinate across functional team collaborate product management balance product vision voice customer order recommend deliver best class solution present project status executive team work closely business analyst ensure documentation accurately reflect client need clearly define development qa team business requirement user story wireframes functional specification test plan etc manage issue risk change use appropriate agree upon process coordinate estimation development effort plan milestone track progress prioritize bug report coordinate training team member requirement pm need deep technology skill set understand sftp api file format unique guid integration html specialty pharmacy prove hand successfully implement saas enterprise software application work knowledge pharmaceutical special pharmacy hub relate industry direct consulting external client addition qualification list successful candidate follow characteristic self starter thrive fast pace environment minimal direct supervision highest ethical standard personal integrity data business financial analysis skill superior communication skill verbally write proficiency office suite include word excel outlook powerpoint project qualification perform successfully individual must able perform essential duty satisfactorily requirement list representative knowledge skill ability require reasonable accommodation make enable individual disability perform essential function education requirement passion make different patient live reduce administrative burden physician office bachelor degree preferably management information system computer science business relate discipline successfully manage complex software project include client face project agile software development prefer specialty pharmacy industry prefer ability plan direct deliver outstanding presentation write verbal communication skill impeccable organizational skill attention detail exceptional interpersonal teamwork skill capable understand broad range viewpoint build consensus ability multi task fast pace prove work independently minimal supervision part team complete assignment flexibility adaptability rapid change benefits supportive progressive fast pace environment competitive pay structure match immediate vest medical dental vision life short term disability insurance assistrx inc proud equal employer qualify applicant receive consideration without regard race religion color sex include pregnancy gender identity sexual orientation parental status national origin age disability family medical history genetic information political affiliation military service non merit base factor protect category protect federal state local law offer employment assistrx conditional base successful completion pre employment background check compliance federal law person hire require verify identity eligibility unite state complete require employment eligibility verification document form upon hire sponsorship authorization available assistrx accept unsolicited resume search firm vendor service unsolicited resume consider property assistrx fee pay event hire
Software Developer,"Description
We’re looking for a very quick nimble and passionate, startup-style software engineer to support Fabulous growth. If that describes you, joining us means you’ll be working closely with an experienced CTO to build innovative new features (e.g. marketing optimizations engines, billing repo",description quick nimble passionate startup style software engineer support fabulous growth describe join mean work closely experience cto build innovative feature marketing optimization engine bill report etc expertise design implement software feel help people around world achieve healthy habit important meaningful mission join fabulous engineer team work fabulous fabulous mobile app help thousand people every day change lifestyle integrate healthy habit live fabulous use behavioral economics lens help everyone achieve fullest potential closely researcher base duke university advisor dan ariely author nyt bestseller predictably irrational feature michelangelo famous italian sculptor say every block stone statue inside task sculptor discover fabulous every team member sculptor right together help million user step block stone step fullest version life award apple best apps editor app choice country winner google material design award best app finalist google play award rank 5th health fitness app requirement strong cod skill nodejs eslint unit testing e2e test develop release maintain modern api layer object orient language prefer kotlin architect service use accept pattern allow autonomous development future scale event drive microservice architecture inside google cloud ecosystem help web mobile product give best user benefits professionally nourish environment co work space reimbursement monthly workshop book club team challenge team build activity flexible fully remote work environment full time teammate decide vacation time wellness contribution towards gym therapy fabulous coach environment foster deep meeting interruption meeting meet sake positive slack culture petsoffabulous radiofabulous flat hierarchy role focus deliverable minimal bureaucracy focus award apple best apps editor app choice country winner google material design award best app finalist google play award rank 5th health fitness app fast grow product large user base frequently among top download health fitness apps make real change people live
Software Developer,"Description
Rapyuta Robotics is a ETH Zurich startup headquartered in Tokyo operates with a vision to become the global leader in making robots more accessible. We lead the pick-assist AMR market in Japan and are backed by Goldman Sachs, Sony and Yaskawa as investors.
We are opening a global hub in ",description rapyuta robotics eth zurich startup headquarter tokyo operate vision become global leader make robot accessible lead pick assist amr market japan back goldman sachs sony yaskawa investor open global hub chennai independent center enable global expansion part robotics system reliability team operate mission ensure highest standard reliability performance robotics system deploy around world role engage groundbreaking robotics system reliability mindset drive proactively seek opportunity tackle challenge enthusiasm self starter ready think ahead independently navigate task contribute positively team mission team player believe joint produce better effective sustainable outcome specifically seek involve others effort growth mindset believe basic ability develop dedication hard brain talent start point requirement role responsibility closely site reliability engineer ensure reliability robotics deployment provide technical support customer support site team perform root cause analysis issue create actionable item documentation qa review development process take proactive step fix issue development team fix release production closely devops engineer build better tool automate improve quality deployment closely business analyst developer improve performance deployment adaptability work hour role require participation either early morning shift ist late even shift ist aim fair balance shift assignment consider individual preference operational need uphold commitment life balance requirement problem solving skill proficiency program language python cplusplus javascript logical reason attention detail benefits competitive base salary stock option work exceptionally talented diverse team
Software Developer,"Description
CloudFactory is seeking a highly-skilled and experienced Senior Software Engineer to join our team.
As a valued member of the team at CloudFactory, you will play a crucial role in developing and implementing cutting-edge software solutions that enhance our machine learning and core busin",description cloudfactory seek highly skilled experience senior software engineer join team value member team cloudfactory play crucial role develop implement cut edge software solution enhance machine learning core business data process capability closely cross functional team design build scalable software system ensure seamless integration cloudfactory overall technology infrastructure enthusiastic make difference world work alongside talented individual develop nation cloudfactory perfect fit offer remote flexibility expect role office base day week tech stack tech stack frontend language framework javascript react typescript backend language framework go gin database dynamodb documentdb postgres deployment github action observability relic infrastructure aws service interview process candidate expect complete initial cod analytical think test follow interview tech lead head engineer expect talk previous project include approach take result achieve successful candidate meet engineer director final interview cto process expect take week responsibility design develop maintain software application solution ensure meet high quality standard collaborate product manager software engineer data scientist define project requirement deliver innovative solution participate entire software development life cycle concept design testing deployment maintain technical debt backlog plan knock deem necessary write clean efficient code various program language perform code review provide constructive feedback ensure code quality maintainability troubleshoot debug software issue provide timely resolution solution identify time consumer blocker team success process culture make recommendation solution stay date latest software development trend technology continuously enhance cloudfactory capability requirement ideal possess minimum design build complex software system proficiency write application use go program language proficiency work nosql dynamodb sql postgres database mastery perform code review pair program software engineer ability independently take ownership task communication skill able collaborate team member uk benefits lunch snack provide monday friday allowance internet allowance travel allowance social security fund festival bonus health spend account medical insurance accidental insurance amaze mission culture growth opportunity join change world better skilled humble commitment lifelong learning curious world people fit cloudfactory welcome unique contribution bring help build diverse inclusive workplace connect learn grow stronger difference want bring whole authentic self look hear still unsure read reason cloudfactory
Software Developer,"Description
SAP Integration Developer (Australian Retail Company)
Mandaluyong City, Metro Manila
Developers/ Programmers (Information Technology)
Full Time
₱160,000 – ₱200,000 per month
The Integration Developer delivers SAP integration enhancements and support. This includes but is not limited to p",description sap integration developer australian retail mandaluyong city metro manila developer programmer information technology full time per integration developer deliver sap integration enhancement support include limit provide sap technical design development support configuration functional support application include follow system sap pi po sap btp ibm sterling integrator responsibility include directly internal business customer technical peer clarify requirement design technical solution implement change delivery assign project support integration development task include technical design unit test automate possible deployment documentation ensure development design user friendly error tolerant reusable performant monitor maintain prioritize queue issue contribute officeworks integration development standard guide provide design quality assurance review team member line officeworks integration development standard guide problem solve resolve production issue note require hour support occasion system tester business customer test change coordinate release production stay date industry best practice emerge technology roadmaps suggest appropriate training require provide feedback recommendation technical process improvement requirement minimum sap integration development role retail marketing environment highly regard industry certification highly regard include agile itil demonstrate ability problem solve pressure full software development life cycle various development methodology ie waterfall asap agile understand current emerge sap technology strong background program ability adapt program language tool personal attribute ability consult business technical peer self starter able effectively highly demand team environment impeccable attention detail time management skill ability multi task benefits standard benefits hmo process day hybrid setup accessible location mandaluyong edsa megatower pay time quarterly sick leave conversion pay government mandate benefits ss phic pag ibig equipment provide competitive salary 50k sign bonus standard highlight life balance career growth development opportunity stable industry leader collaborative fruitful culture connectos30
Software Developer,"Description
A dedicated Software Tester is required to collaborate closely with our development team to ensure the quality and functionality of our ASP.NET Core web applications and single-page apps.
The ideal candidate will have expertise in creating and executing automated UI tests using Playwrigh",description dedicate software tester require collaborate closely development team ensure quality functionality aspdotnet core web application single page apps ideal expertise create execute automate ui test use playwright manage release maintain exist test script ensure consistent high quality outcome product responsibility collaborate developer understand functionality user requirement ensure comprehensive test coverage design develop execute automate test aspdotnet core web application single page apps use playwright identify log track bug defect throughout development process manage organize test script library ensure script date reflective current feature oversee release management process ensure thoroughly test quality assure software get deploy stay update latest industry trend testing tool methodology improve testing process outcome foster effective communication development team ensure quick resolution identify issue report testing result metric stakeholder regularly provide insight product quality requirement prove software testing particularly aspdotnet core application hand playwright similar automate ui testing tool solid understand software development lifecycle agile methodology strong attention detail analytical problem solving skill ability independently collaboratively within team environment verbal write communication skill benefits standard benefits hmo day permanent home set dayshfit pay time quarterly sick leave conversion pay government mandate benefits ss phic pag ibig equipment provide standard highlight life balance career growth development opportunity stable industry leader collaborative fruitful culture salary range 140k 160k monthly
Software Developer,"Description
Why Join Us?
Are you looking for a role that provides opportunities to develop and grow? Take the next step in your career journey with us! We’ll provide you with a professional support structure and benefits to ensure you can thrive.
We offer Premium HMO, awesome technology, and above-m",description join role provide opportunity develop grow take next step career journey provide professional support structure benefits ensure thrive offer premium hmo awesome technology market remuneration high performer frequently invite visit colleague internationally professional development always search talent join team like part fast grow industry leader exceptional culture love hear inspire motivate experience front end developer join team help deliver engage web application client around world ethos build excite user experience client user ideal strong understand react next html css familiar use headless cm architecture work wordpress cm wp api graphql familiar progressive web apps mobile design responsibility develop maintain react nextjs web application capable build frontend template html5 css library ability headless cm architecture use headless cm architecture graph ql implement ci cd use aws amplify github build progressive web apps understand mobile design concept knowledge develop mobile apps ios android understand ar ai technology mobile app development ios android ar ai technology require requirement bachelor degree computer science relate field software development strong understand react nextjs html css headless cm architecture work wordpress cm wp api graphql build ci cd pipeline use aws amplify github cdn knowledge progressive web apps mobile design mobile app development ios android plus ar ai technology plus problem solving analytical skill ability independently part team strong documentation communication interpersonal skill highly motivate experience developer passion build innovative engage user experience web application encourage commit create positive supportive environment benefits standard benefits hmo process day home set pay time quarterly sick leave conversion pay government mandate benefits ss phic pag ibig equipment provide standard highlight life balance career growth development opportunity stable industry leader collaborative fruitful culture
Software Developer,"Description
WE ARE SEEKING students for internship that are pursuing a degree in Mechanical Engineering, Aerospace Engineering, or similar. We design complex electro-mechanical systems across many industries, including medical, industrial automation, oil & gas, consumer products, and aerospace.
You ",description seek student internship pursue degree mechanical engineer aerospace engineer similar design complex electro mechanical system across many industry include medical industrial automation oil gas consumer product aerospace work small team highly skilled engineer developer create technology client project typically include many engineer discipline work software electrical team continuously prove track record able pick task tool multi faceted skillset interest expect constantly challenge part strive push technological envelope deliver innovative solution customer problem sparx casual highly collaborative environment relatively small team help utilize best player different project responsibility assist mechanical engineer team detail design use solidworks toolset design component 3d print cnc machine injection mold design integrate assembly electro mechanical aspect assist 3d print cnc machine vacuum form tool use hand power tool metal woodwork build prototype complex electro mechanical system test electro mechanical system array test troubleshoot fix issue exist design participate team review evaluate engineer design collaborate electrical software engineer system design requirement require enrollment university course mechanical aerospace engineer relevant degree plan follow area prefer 3rd university level solidworks cad tool cfd fea tool strong problem solving communication verbal write skill safely use hand power tool fabrication task 3d printer 3d print post process cnc machine troubleshoot electronics mathematics skill software development plus benefits casual collaborative environment free food snack training development potential full time offer upon graduation
Software Developer,"Description
We’re looking to recruit an experienced C# Developer to join our Product and Engineering team. You’ll work in one of our software development sprint teams, working closely with other developers, our Product Managers, our QAs and our UX Designers to help build quality, scalable products i",description recruit experience csharp developer join product engineer team software development sprint team work closely developer product manager qas ux designer help build quality scalable product csharp role work within real time location service team work rtls product use company globally allow user easily navigate around engage physical space make user live easier passionate build thing right way applicant resident uk full right uk join purple value heart get do whilst fun politics development embed within business value know stuff keep learning mean support people continuously develop knowledge skill really regret take next step career help turn world purple requirement work part sprint team work closely product team team lead refine idea development ready story develop feature write code high standard meet industry best practice work closely qa team ensure expect quality meet excite challenge project often cut edge technology contribute growth success collaboratively within multi disciplinary sprint team include ux designer product manager qa engineer develop deliver high quality application help refine idea development ready story develop feature scalable maintainable performant secure right code high standard develop maintain code library framework tool development proactively stay date industry trend best practice drive continuous improvement development process conduct code review ensure code quality adherence cod standard troubleshoot resolve complex technical issue someone establish career csharp developer strong write csharp dotnet right way follow best practice object orient code solid principle package management cod standard blazor react angular positive require sql especially large complex schema work nosql datastores work git maintain utilise restful apis problem solving debug skill willingness learn language require php rust work legacy code effectively ability effectively collaborative team environment product manager ux qa agile way work value make happen thing get do whatever take playful positive life short take thing seriously like fun work love positivity yes glass half full together day job kpis hit project complete always available help greater business bullsh politics seriously want enjoy come stuff make pleasant know stuff keep learning value people knowledge thirst lot drama thing always go right much try hissy fit help situation data come responsibility personal data big thing particularly custodian lot take seriously bring best self purple commit foster diverse inclusive workplace value unique perspective experience individual bring believe diversity enrich team drive innovation encourage application candidate background regardless race gender sexual orientation religion disability characteristic understand everyone journey different open conversation flexible work arrangement accommodate need embrace culture learning growth need tick every box description excite contribute mission encourage submit join shape workplace celebrate diversity empower voice benefits salary depend remote business home regular opportunity get together face face flexible work culture bring best self emphasis learning development progress career day holiday plus bank holiday day option buy extra day volunteer day give something back community bonus salary private healthcare long term incentive plan service
Software Developer,"Description
About us
Innovation is fuelled by the power of possibilities. A few years ago, it was virtually impossible to innovate because building software needed a degree, it was simply too expensive, too complex, too risky and ultimately too inefficient. That’s why only 16% of projects were ever ",description innovation fuel power possibility ago virtually impossible innovate build software need degree simply expensive complex risky ultimately inefficient project ever do budget fail change flip software development head kick notion need expert boot camp learn make app builder ai platform let order perfect software app whatever problem try solve ai power assembly line bring together lego like reusable feature expert around world bring world class idea life anyone world class idea build software need like order pizza pick want get recommendation feature need simply wait till cook ready human assist ai platform help anyone build run scale tailor make software everyone bakery riyadh nursery london large fortune company like bbc pepsi life builder place everything move lightning pace definitely faint hearted celebrate diversity push everyone less yet provide culture allow everyone experiment push boundary learn every builder run core value system heartt heart entrepreneurship accountability respect trust transparency always team player point view sense humility let get stuff do attitude scale intersection quirky startup designer machine learning specialist problem together savvy commercial team work finance folk invent business model whatwouldyoubuild requirement presales engineer partner customer account manager business development engineer product team craft scalable flexible resilient architecture customer business problem accelerate adoption service collaboration sales drive revenue growth across broad set customer trust customer advocate presales engineer help organization understand best practice around cloud ecosystem objective provide administration support current future customer amazon web service aws azure platform client business technical staff analyze understand business process workflow define requirement design appropriate solution continual monitor customer cloud resource perform system administration assign customer system architecture design implementation maintenance manage overall technical relationship builder ai customer make recommendation security cost performance reliability operational efficiency accelerate challenge mission critical project participate sales cycle gather customer requirement scoping estimate solution communication ability combine capacity tailor conversation appropriate level requirement similar bachelor master qualification computer technology knowledge aws azure service tool migrate transform customer solution cloud devops knowledge optimization automation integration productivity tool analyze vm size vm family class recommendation aws reserve instance identity execute vm migration proper size act technical liaison customer service engineer team support ensure system hardware operate system software system security mechanism adhere best practice organizational standard utilize various automation monitor service management tool technique troubleshoot issue perform performance tune certification aws certify solution architect associate microsoft certify azure solution architect benefits health wellness benefits include competitive medical self spouse child performance base bonus generous vacation time benefits include pay holiday generally flexible work hour work newly construct beautiful office space base gurugram collaborative culture unconventional thinker come together solve interest problem fun mission drive make world better place
